miRNAs	PC3_Pellet_GFP_4.3	PC3_Pellet_CAV1_4.3	PC3_Pellet_CAV2_4.3	PC3_Pellet_CAV3_4.3	PC3_Pellet_GFP_23.3	PC3_Pellet_CAV1_23.3	PC3_Pellet_CAV2_23.3	PC3_Pellet_CAV3_23.3	PC3_Pellet_GFP_6.3	PC3_Pellet_CAV1_6.3	PC3_Pellet_CAV2_6.3	PC3_Pellet_CAV3_23.3F			
hsa-miR-1254-2-5p	10	12	2	12	4	6	9	5	5	3	3	1			
hsa-miR-6738-3p	1	0	0	0	1	1	2	0	0	1	0	0			
hsa-miR-4723-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-217-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-873-3p	3	5	0	1	2	0	4	7	1	1	6	3			
hsa-miR-1289-1-3p	0	1	0	2	0	2	0	0	0	0	1	1			
hsa-miR-548av-5p	0	2	0	0	0	0	0	0	1	0	0	2			
hsa-miR-1180-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-572-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3151-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-328-3p	35	133	80	107	127	162	208	97	101	39	44	57			
hsa-miR-2052-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-572-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3159-5p	0	0	0	0	1	1	0	0	0	0	0	0			
hsa-miR-3615-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-600-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-222-3p	3979	7615	9661	14027	4058	10226	13652	5121	3339	2966	4998	6877			
hsa-miR-587-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-708-5p	1	1	0	0	0	4	9	2	1	0	0	0			
hsa-miR-515-1-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-7112-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1825-3p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-3680-1-5p	0	0	0	0	0	1	1	0	0	0	0	0			
hsa-miR-1302-5-3p	0	0	0	0	0	0	2	0	0	0	0	0			
hsa-miR-6859-1-5p	0	0	0	1	0	0	0	1	1	0	0	1			
hsa-miR-3140-3p	0	0	0	0	1	0	0	0	1	0	1	1			
hsa-miR-9-1-5p	63	114	30	79	98	37	59	166	125	65	59	158			
hsa-miR-148b-5p	42	115	35	76	89	56	40	46	100	62	54	60			
hsa-miR-4259-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3688-2-3p	1	0	0	0	0	0	0	0	0	0	2	0			
hsa-miR-6724-1-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6805-5p	0	2	0	1	1	2	0	1	1	3	0	0			
hsa-miR-548h-5-5p	0	1	0	0	2	0	0	0	1	0	0	0			
hsa-miR-27b-3p	3771	12102	3098	6219	13613	4968	6098	6076	9992	4131	5843	5516			
hsa-miR-378g-5p	3	34	10	18	19	15	25	14	8	12	13	7			
hsa-miR-4798-5p	2	1	1	0	0	0	0	0	0	1	1	0			
hsa-miR-1284-3p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3618-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-4657-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6794-3p	0	1	0	0	0	0	0	1	0	0	0	0			
hsa-miR-622-5p	0	0	0	2	0	0	0	1	1	2	1	0			
hsa-miR-33a-3p	2	11	2	4	10	6	7	1	3	3	4	3			
hsa-miR-548j-3p	0	0	0	1	0	1	0	0	0	0	0	0			
hsa-miR-548l-3p	1	1	0	0	1	0	0	0	2	1	2	0			
hsa-miR-4254-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6758-3p	0	1	0	0	1	0	2	0	2	0	0	0			
hsa-miR-4518-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1262-5p	0	0	0	0	3	0	2	0	0	0	0	0			
hsa-miR-146b-3p	1	3	1	6	3	1	3	2	3	4	0	4			
hsa-miR-3173-5p	1	5	0	1	0	0	0	0	1	1	0	1			
hsa-miR-4778-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4647-5p	0	0	0	0	0	1	0	0	0	0	1	1			
hsa-miR-3143-3p	0	2	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4689-5p	0	0	0	0	2	0	0	1	2	0	0	1			
hsa-miR-4685-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-383-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-518c-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-656-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-552-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4656-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1273f-5p	5	14	7	9	12	6	18	10	18	10	6	10			
hsa-miR-4539-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-664b-3p	0	3	1	2	0	0	0	0	1	0	0	0			
hsa-miR-6826-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-648-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-124-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-190a-5p	13	7	3	4	7	9	1	7	13	12	6	6			
hsa-miR-548d-1-5p	2	5	1	0	4	6	1	2	0	1	3	3			
hsa-miR-600-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-5699-5p	2	0	0	0	2	0	0	0	0	0	0	0			
hsa-miR-203a-3p	948	1156	142	566	4055	295	608	635	2067	676	484	753			
hsa-miR-4419b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4455-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-19b-2-3p	977	444	117	199	1342	353	459	472	1220	571	649	907			
hsa-miR-556-3p	1	6	0	1	1	0	1	0	4	3	4	3			
hsa-miR-592-5p	1	3	0	0	0	1	3	1	0	1	1	0			
hsa-miR-1228-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-891b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-513c-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1207-5p	0	0	0	0	0	0	0	0	2	0	0	0			
hsa-miR-181a-1-3p	90	113	50	85	46	54	50	68	123	64	103	56			
hsa-miR-3152-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-147a-5p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-618-5p	0	0	0	0	0	1	0	0	1	1	0	0			
hsa-miR-4708-3p	0	3	2	4	0	6	9	0	1	1	0	1			
hsa-miR-6505-3p	0	1	0	0	1	0	0	1	1	1	1	2			
hsa-miR-580-3p	1	1	0	2	2	0	1	1	0	0	3	1			
hsa-miR-6820-5p	0	0	1	0	0	0	1	0	0	0	0	0			
hsa-miR-1269b-5p	0	0	0	0	0	0	0	0	0	3	0	1			
hsa-miR-3960-5p	0	0	0	0	0	0	0	0	2	0	0	0			
hsa-miR-2116-3p	0	1	0	1	3	0	0	0	0	0	1	2			
hsa-miR-4771-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1180-3p	83	252	50	137	94	89	105	94	189	79	133	62			
hsa-miR-488-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-548a-3-5p	0	1	0	2	0	0	1	0	1	1	0	2			
hsa-miR-3919-5p	3	10	5	6	11	10	6	15	3	6	28	12			
hsa-miR-3150a-5p	0	3	0	1	1	1	1	2	3	0	0	0			
hsa-miR-5682-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3074-5p	2	2	1	0	1	1	2	1	1	2	2	1			
hsa-miR-5689-5p	0	0	0	2	1	0	0	1	0	1	1	0			
hsa-miR-6781-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548x-2-3p	11	14	2	8	14	13	13	18	10	7	9	8			
hsa-miR-6819-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5692c-2-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-6734-5p	0	0	0	0	3	0	1	1	0	1	0	0			
hsa-miR-3174-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5094-5p	0	0	1	0	2	0	0	0	2	0	0	0			
hsa-miR-6816-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-198-3p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-548b-3p	0	0	0	0	0	0	1	0	0	1	0	0			
hsa-miR-4511-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6754-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4654-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-566-3p	1	7	2	5	6	1	2	5	5	1	2	3			
hsa-miR-941-1-5p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-148a-5p	309	296	38	129	240	83	71	289	384	118	100	216			
hsa-miR-3943-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-194-1-5p	13	37	0	19	67	13	30	15	21	19	7	17			
hsa-miR-4477b-3p	0	0	0	1	0	1	0	0	0	0	0	1			
hsa-miR-4676-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-let-7a-1-5p	5501	36278	13809	21555	43903	17240	41408	12548	14269	9914	12117	13591			
hsa-miR-194-2-3p	0	2	1	0	1	0	0	0	2	0	0	0			
hsa-miR-548ax-3p	0	1	0	0	1	0	1	0	0	0	7	0			
hsa-miR-3692-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-2276-3p	1	0	0	0	0	0	0	0	0	0	2	0			
hsa-miR-411-3p	0	0	0	1	0	0	1	0	0	0	1	0			
hsa-miR-6846-5p	0	0	0	0	0	1	0	0	0	1	0	0			
hsa-miR-4645-3p	0	2	0	0	0	0	0	0	1	0	3	0			
hsa-miR-548h-3-5p	0	1	0	0	2	0	0	0	1	0	0	0			
hsa-miR-3180-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-642b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6770-2-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-520g-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4787-3p	3	0	0	0	0	0	0	0	1	1	1	1			
hsa-miR-3125-5p	0	0	0	0	0	0	1	0	0	0	1	0			
hsa-miR-214-3p	0	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-4502-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5196-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4721-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-let-7a-3-5p	5484	36274	13801	21559	43869	17227	41419	12548	14277	9905	12126	13581			
hsa-miR-210-3p	206	600	325	659	410	974	1140	601	246	250	337	783			
hsa-miR-3202-1-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-6841-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-599-5p	0	0	1	0	0	1	0	0	0	0	0	0			
hsa-miR-4287-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4428-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3654-3p	0	0	0	0	0	1	0	0	2	0	0	0			
hsa-miR-4690-3p	2	5	0	3	6	2	2	4	0	1	3	4			
hsa-miR-1257-5p	0	0	0	1	0	0	0	0	0	0	0	1			
hsa-miR-4537-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-181a-2-3p	31	83	59	77	44	57	66	43	96	38	65	46			
hsa-miR-1972-2-5p	0	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-29b-2-3p	263	352	157	336	306	346	350	408	696	269	509	856			
hsa-miR-3116-1-3p	0	3	0	0	1	0	1	1	0	1	0	0			
hsa-miR-548k-5p	30	54	14	21	23	19	16	28	40	33	44	30			
hsa-miR-6792-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4640-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-586-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6802-3p	0	1	0	3	0	0	1	0	0	0	0	2			
hsa-miR-483-3p	0	2	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5787-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4680-5p	0	0	1	0	0	0	0	0	0	2	0	0			
hsa-miR-548ap-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-1913-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-940-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3663-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548ak-5p	0	1	0	1	0	0	0	0	0	1	0	0			
hsa-miR-99a-5p	844	1869	832	1380	1037	824	687	1471	1581	967	872	1234			
hsa-miR-5010-3p	0	0	0	0	0	0	2	1	0	1	0	0			
hsa-miR-1278-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-1915-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3118-4-3p	0	0	0	0	0	1	0	0	1	0	0	0			
hsa-miR-7976-3p	2	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-566-5p	0	1	2	2	3	1	0	0	3	2	0	1			
hsa-miR-548az-5p	0	5	2	2	4	3	2	3	5	1	2	1			
hsa-miR-34c-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4644-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6749-3p	0	0	0	1	1	0	1	0	0	0	0	0			
hsa-miR-5582-3p	2	4	0	1	1	2	0	4	0	0	4	0			
hsa-miR-16-2-3p	434	978	162	439	472	395	403	486	1076	539	757	628			
hsa-miR-5698-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-607-3p	0	0	0	0	0	1	0	2	0	0	0	0			
hsa-miR-3064-5p	0	3	0	2	2	3	2	0	1	1	1	0			
hsa-miR-6821-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4766-3p	0	0	0	0	0	0	1	0	1	0	0	0			
hsa-miR-212-3p	1	2	0	2	2	0	0	0	2	0	1	0			
hsa-miR-3653-3p	0	5	2	3	15	0	5	3	5	1	1	3			
hsa-miR-551b-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4638-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-151a-3p	5567	18710	7060	14556	9882	8535	6393	8523	12154	5899	4315	7389			
hsa-miR-548ag-2-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4451-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-125b-1-5p	2284	8780	3355	4828	12246	6006	12469	5257	4360	2951	3897	5622			
hsa-miR-4441-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4763-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3118-1-3p	0	0	0	0	0	1	0	0	1	0	0	0			
hsa-miR-324-5p	16	19	9	15	22	12	16	17	21	8	9	17			
hsa-miR-96-3p	1	4	2	2	2	3	1	4	10	4	12	4			
hsa-miR-221-5p	264	675	890	1243	520	920	1264	480	278	355	538	768			
hsa-miR-603-3p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-2115-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-346-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3198-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3177-3p	1	3	0	2	2	1	4	9	5	3	6	1			
hsa-miR-513a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3660-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6794-5p	0	0	0	0	1	1	0	0	1	0	0	0			
hsa-miR-3124-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6720-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-561-3p	0	0	0	0	0	0	0	0	0	0	1	1			
hsa-miR-3130-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-877-5p	13	32	21	17	27	22	47	14	20	10	19	13			
hsa-miR-548a-1-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-1296-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-4512-3p	0	1	0	0	0	0	0	1	0	0	0	0			
hsa-miR-140-5p	5	23	3	11	28	17	18	8	10	9	7	19			
hsa-miR-1256-5p	0	0	0	0	0	0	0	0	1	1	1	0			
hsa-miR-7705-5p	1	0	2	0	1	0	0	0	0	1	1	0			
hsa-miR-6840-5p	1	1	0	0	1	0	3	0	0	0	0	1			
hsa-miR-3135b-5p	1	1	0	0	2	1	1	1	1	0	1	0			
hsa-miR-4437-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-8059-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-616-3p	0	1	0	0	1	0	0	0	0	0	0	0			
hsa-miR-7844-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4538-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-219b-5p	0	3	0	1	3	0	1	0	0	1	0	0			
hsa-miR-4421-3p	0	0	0	0	1	0	3	0	0	0	1	0			
hsa-miR-3202-2-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-4652-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6836-5p	1	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5690-5p	0	0	1	0	0	0	0	0	0	0	0	0			
hsa-miR-6133-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1273c-5p	0	1	0	0	1	1	1	0	1	0	1	3			
hsa-miR-26a-1-3p	0	0	0	1	0	0	0	0	0	1	0	0			
hsa-miR-3179-2-3p	2	1	0	1	0	0	0	2	1	1	0	1			
hsa-miR-7850-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-551a-3p	1	1	1	1	3	2	0	0	2	1	0	3			
hsa-miR-135a-2-5p	1	1	0	0	2	0	1	1	3	0	1	4			
hsa-miR-199b-3p	2	9	4	0	17	13	5	3	2	7	5	5			
hsa-miR-4306-3p	1	1	0	1	2	0	3	1	1	0	0	1			
hsa-miR-5572-5p	0	1	0	0	0	1	0	0	0	0	0	0			
hsa-miR-450b-5p	224	268	50	215	238	58	79	232	371	160	133	237			
hsa-miR-1302-4-3p	0	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-6829-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-30c-2-5p	1205	2302	978	1244	4310	1838	3493	1225	1551	1190	1383	1830			
hsa-miR-1267-3p	1	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-548u-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4503-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-744-5p	72	214	48	117	165	114	189	50	136	39	78	37			
hsa-miR-107-3p	262	539	172	297	1677	375	1168	384	514	324	307	390			
hsa-miR-4466-5p	3	0	0	7	0	1	1	1	1	1	0	1			
hsa-let-7d-5p	358	1515	474	797	2174	824	1866	576	789	441	592	621			
hsa-miR-548d-2-5p	2	5	1	0	4	6	1	2	0	1	3	2			
hsa-miR-1302-5-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-466-5p	0	2	0	2	0	0	0	0	0	0	0	0			
hsa-miR-6735-3p	0	0	1	0	3	1	7	1	0	0	2	1			
hsa-miR-4708-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-26b-5p	635	2891	515	1487	2614	1143	2319	1855	2373	1739	1238	2183			
hsa-miR-3622b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548ae-2-5p	2	3	1	1	4	1	1	2	1	1	3	2			
hsa-miR-379-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-378a-3p	2380	7131	2317	4454	4502	3840	4259	4734	3560	2445	3636	3788			
hsa-miR-6850-5p	0	1	0	0	2	0	0	0	0	0	0	0			
hsa-miR-378a-5p	31	87	11	29	51	47	50	61	54	39	43	60			
hsa-miR-1268b-5p	9	1	2	5	8	2	3	6	9	0	21	1			
hsa-miR-3934-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4746-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6777-3p	0	1	1	1	1	1	1	0	2	0	1	1			
hsa-miR-4418-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-6772-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-181b-2-5p	202	610	231	460	583	383	599	310	615	344	475	309			
hsa-miR-101-1-5p	0	2	0	0	0	0	0	0	2	0	1	0			
hsa-miR-3138-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-181a-2-5p	812	2273	941	1643	2336	1934	2101	1368	2460	1347	1492	2034			
hsa-miR-1306-3p	3	4	1	2	6	1	5	1	5	2	2	0			
hsa-miR-1247-5p	18	21	1	8	15	0	2	12	11	9	3	9			
hsa-miR-3124-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-548ae-2-3p	1	1	0	0	0	0	2	0	2	1	0	0			
hsa-miR-7705-3p	0	0	0	0	3	0	1	0	0	0	0	0			
hsa-miR-3679-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6765-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548i-4-5p	1	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-1181-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-26a-1-5p	8145	25664	3645	8010	28230	8198	10861	11255	18982	12625	6748	11748			
hsa-miR-6838-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-30e-3p	196	455	211	357	189	195	153	399	577	255	289	272			
hsa-miR-548am-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6764-3p	0	0	0	0	0	1	0	1	0	0	0	0			
hsa-miR-1-1-3p	3	12	1	6	11	7	7	4	5	5	1	8			
hsa-miR-4463-3p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-499a-3p	0	1	0	0	0	0	0	0	1	0	0	0			
hsa-miR-326-3p	3	7	4	8	7	15	10	12	12	6	13	5			
hsa-miR-15b-5p	69	324	83	128	686	132	377	143	193	122	112	146			
hsa-miR-1273e-5p	4	18	8	16	18	8	17	12	17	6	8	15			
hsa-miR-2116-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5191-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5096-3p	15	36	9	36	24	33	41	56	85	30	44	40			
hsa-miR-509-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-196b-5p	56	345	63	170	379	128	224	72	133	90	73	116			
hsa-miR-4504-3p	0	0	0	0	0	0	0	0	1	0	0	1			
hsa-miR-3691-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3176-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6085-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-877-3p	3	10	8	8	4	9	12	5	6	2	5	3			
hsa-miR-1301-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3651-3p	2	4	0	3	13	3	7	2	6	2	3	1			
hsa-miR-6842-3p	10	14	4	11	9	6	5	3	16	10	4	6			
hsa-miR-4512-5p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-4479-3p	0	1	1	1	1	0	3	2	1	0	2	0			
hsa-miR-5708-3p	2	2	0	4	4	2	1	1	4	1	5	3			
hsa-miR-597-5p	0	0	0	0	2	0	0	0	1	0	2	0			
hsa-miR-6762-3p	0	0	0	0	0	1	0	0	0	0	0	2			
hsa-miR-196a-2-3p	11	11	0	3	1	3	1	4	7	4	3	2			
hsa-miR-431-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-139-5p	28	33	8	16	61	22	11	24	52	11	11	22			
hsa-miR-520g-3p	0	0	0	0	0	0	0	0	0	2	1	0			
hsa-miR-6128-3p	1	3	3	2	2	1	1	3	2	2	3	4			
hsa-miR-718-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-519b-5p	0	1	0	0	0	0	0	0	0	0	2	0			
hsa-miR-1302-2-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-665-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3202-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-520b-3p	0	0	0	0	0	0	0	0	2	0	1	0			
hsa-miR-99b-3p	266	538	243	570	381	247	325	307	539	194	296	244			
hsa-miR-2355-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-548g-3p	0	0	0	0	2	0	0	0	1	0	0	0			
hsa-miR-4720-5p	0	0	0	2	0	0	0	0	0	0	0	0			
hsa-miR-941-4-3p	34	77	58	74	34	66	51	59	53	34	37	57			
hsa-miR-4999-5p	1	1	0	0	1	1	3	0	3	0	0	2			
hsa-miR-3687-1-3p	3	5	8	11	10	13	6	13	32	4	2	4			
hsa-miR-6763-5p	0	0	0	0	1	0	0	2	0	0	0	0			
hsa-miR-4446-3p	0	0	1	0	0	0	1	3	0	1	0	2			
hsa-miR-5687-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-7975-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4278-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-107-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-767-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1238-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4804-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-142-3p	0	0	0	0	0	0	0	0	0	1	0	1			
hsa-miR-134-5p	0	3	2	2	1	2	2	0	1	1	0	0			
hsa-miR-452-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-1276-3p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-5703-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-410-3p	0	0	0	1	0	0	0	1	0	0	1	0			
hsa-miR-4470-3p	2	11	3	3	1	2	5	6	9	4	6	4			
hsa-miR-2392-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1277-3p	0	2	0	2	2	0	3	1	2	4	3	2			
hsa-miR-4430-3p	0	2	0	1	0	0	2	1	2	0	2	3			
hsa-miR-6808-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4496-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4735-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4698-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-339-3p	55	109	20	57	126	47	71	55	64	36	43	61			
hsa-miR-4771-2-3p	0	0	0	0	0	0	0	0	0	0	0	0			
