miRNAs	10_S10	11_S11	12_S12	13_S13	14_S14	15_S15	16_S16	17_S17	18_S18	19_S19	1_S1	20_S20	21_S21	22_S22	23_S23	24_S24	25_S25	26_S26	27_S27	28_S28	29_S29	2_S2	30_S30	31_S31	32_S32	33_S33	34_S34	35_S35	36_S36	37_S37	38_S38	39_S39	3_S3	40_S40	41_S41	42_S42	43_S43	44_S44	45_S45	46_S46	47_S47	48_S48	49_S49	4_S4	50_S50	51_S51	52_S52	53_S53	54_S54	5_S5	6_S6	7_S7	8_S8	9_S9
hsa-miR-555-3p	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	1	2	1	1	5	0	3	5	4	3	1	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	0	3	1	1	0	2	6	0	0	0	2	0	1	0	0	2	1	1	1	0	0	1	0	0	0	1	0	0
hsa-miR-3929-3p	4	1	1	10	2	1	83	124	5	51	6	6	2	64	2	43	70	1	0	81	5	3	53	10	9	6	11	22	10	15	3	12	21	5	10	8	5	6	10	2	6	5	9	14	9	1	0	18	3	0	0	5	5	6
hsa-miR-2115-3p	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
hsa-miR-3120-3p	0	2	0	0	2	0	2	3	1	1	0	0	0	0	0	0	2	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	3	0	0
hsa-miR-602-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
hsa-miR-4659a-3p	5	3	2	2	6	0	1	1	0	2	3	0	0	1	1	0	0	0	0	1	0	6	0	1	0	0	0	1	1	0	2	0	5	0	1	1	0	0	0	1	0	0	0	5	1	0	0	2	0	0	0	7	2	4
hsa-miR-3145-3p	5	0	1	2	0	3	5	2	0	3	2	5	0	1	0	1	1	0	0	2	0	3	2	0	0	0	0	0	0	0	1	0	18	0	1	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	2	2
hsa-miR-4773-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3137-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ar-3p	17	6	8	13	18	12	8	6	0	7	7	7	1	5	0	0	4	0	0	3	3	8	4	2	0	0	0	0	2	1	0	4	22	0	2	5	2	0	1	1	2	1	1	8	0	0	0	0	0	0	0	10	7	7
hsa-miR-520h-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3180-5-5p	3	2	0	2	3	4	23	7	4	6	1	6	3	0	2	0	4	0	0	2	0	2	2	1	0	1	0	1	0	0	0	1	5	0	0	0	2	0	2	0	1	0	0	1	1	0	0	3	0	0	0	5	1	2
hsa-miR-568-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3918-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-644a-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-3p	3	3	0	2	5	1	1	0	0	0	4	1	0	0	0	1	0	0	0	0	0	2	1	1	1	0	5	3	0	2	8	2	9	0	1	1	1	3	0	2	3	0	0	2	0	0	0	0	0	0	0	1	1	2
hsa-miR-4713-5p	1	2	0	2	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	1	8
hsa-miR-4729-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6756-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-1298-5p	1	1	2	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2
hsa-miR-30d-5p	18877	12777	7075	28260	22583	11010	2867	1661	1003	2906	16328	1399	315	867	145	936	1094	57	108	3619	960	37583	2895	10121	20379	8557	16971	16434	12350	13819	9867	13000	44956	7979	9129	13269	4943	4601	6856	5068	10813	4438	6065	26662	10079	954	329	11251	2253	84	218	35034	27053	40484
hsa-miR-4650-1-3p	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-6088-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-1-3p	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	3	0	2	4	0	0	0	5	0	3	0	7	1	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-1909-3p	1	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-539-3p	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	1	1	1	0	2	0	0	1	0	0	0	0	0	1
hsa-miR-4658-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5688-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-511-5p	0	2	0	0	2	0	4	0	0	2	0	2	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	1	3	0	0	0	6	2	2	5	0	1	0	2	3	0	0	2	0	0	0	3	0	0
hsa-miR-6846-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-137-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-205-5p	30	4	22	17	0	6	4	11	0	51	15	2	0	1	12	2	9	7	4	98	152	17	8	14677	16601	4031	6159	35972	9235	13612	9286	13770	26	7565	6572	10113	6079	4835	3973	2743	10000	5773	4195	24	5233	1034	29	4600	2251	7	34	28	11	5
hsa-miR-3671-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1275-5p	42	23	16	22	16	20	0	1	1	0	10	1	0	0	0	0	1	0	0	0	1	13	8	20	90	14	29	176	19	61	61	91	67	17	45	39	1	1	5	6	4	3	2	75	0	0	1	3	0	0	0	47	22	25
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216b-3p	0	0	3	1	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1
hsa-miR-548y-5p	2	2	0	2	2	4	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	0	0	2	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1
hsa-miR-7114-5p	1	1	2	1	0	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	1
hsa-miR-2114-5p	1	0	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-7151-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
hsa-miR-3908-5p	1	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	3	0	1
hsa-miR-4472-2-3p	0	1	1	0	1	0	2	5	1	4	1	7	4	3	0	1	1	0	0	7	0	0	8	1	2	0	1	0	3	2	1	1	1	1	3	1	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0
hsa-miR-2117-5p	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5195-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320d-2-3p	33	30	18	42	36	41	301	167	151	232	37	159	55	55	18	10	50	8	0	62	22	22	76	15	33	14	21	36	15	37	9	25	89	8	16	20	117	128	262	322	73	138	149	76	145	17	1	582	26	6	0	64	26	42
hsa-miR-5000-3p	1	1	0	3	3	0	1	0	1	2	1	0	0	2	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	2	0	2	1	3
hsa-miR-7154-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-5p	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1
hsa-miR-4322-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-573-5p	7	31	22	22	18	14	1	0	0	0	6	0	0	0	0	0	0	0	0	0	2	20	0	1	2	0	1	1	0	0	4	3	14	2	5	5	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	15	12	10
hsa-miR-548an-5p	12	1	4	7	2	3	36	9	4	14	5	8	0	5	1	1	2	0	0	5	0	3	4	0	0	0	0	0	0	1	0	1	15	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	10	6	4
hsa-miR-204-5p	66	65	19	72	45	28	6	11	7	8	168	3	1	1	0	0	0	1	0	11	3	157	13	0	0	0	1	1	3	1	0	0	107	0	0	1	1	0	0	2	0	2	0	60	1	1	1	1	0	0	0	92	112	90
hsa-miR-3911-5p	2	1	3	1	1	5	1	1	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	4	0	0	0	1	2	6	4	1	1	3	4	4	0	0	1	0	0	0	3	1	3
hsa-miR-214-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-7110-3p	0	1	1	0	0	2	7	7	1	7	3	0	0	5	0	2	7	0	0	19	2	1	5	1	4	1	1	1	0	3	1	3	4	1	1	1	1	0	0	2	2	4	0	6	0	0	0	7	3	0	0	2	1	4
hsa-miR-1302-11-5p	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320b-2-3p	1059	1325	575	1860	1130	899	1423	868	1282	878	985	1747	414	280	172	157	361	55	11	363	235	873	765	266	524	182	400	689	365	627	200	269	2758	169	173	216	1189	767	1576	1219	703	631	578	2230	837	222	27	2194	307	14	13	2524	821	1799
hsa-miR-6831-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
hsa-miR-6799-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-550b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1
hsa-miR-4778-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-342-3p	211	215	222	413	297	260	25	43	25	74	266	14	18	25	1	20	26	1	1	30	6	173	24	53	60	31	56	47	37	38	25	32	294	20	30	39	90	52	66	37	88	41	54	202	98	16	0	67	27	0	1	343	173	418
hsa-miR-150-5p	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	3	2	0	0	4	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-6885-3p	2	2	0	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	4	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
hsa-miR-4432-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6127-3p	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-382-5p	1	0	0	1	0	1	4	1	1	5	1	0	0	1	0	0	0	0	0	4	0	1	7	0	0	1	2	0	3	1	1	1	3	2	0	2	0	2	7	2	0	1	1	0	1	0	0	12	1	0	0	1	0	6
hsa-miR-3157-3p	9	7	5	9	4	2	4	1	0	3	5	0	0	1	0	1	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	13	0	0	1	1	0	0	0	0	1	0	8	0	0	0	0	0	0	0	7	3	9
hsa-miR-8077-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-548h-3-3p	40	33	35	29	57	35	15	16	9	14	30	12	10	4	3	4	11	0	0	12	6	44	14	5	8	2	0	4	3	2	4	11	43	4	6	5	9	2	3	4	6	5	5	33	4	2	0	6	2	0	0	38	27	26
hsa-miR-888-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4637-3p	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0
hsa-miR-765-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1249-3p	2	1	4	4	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	4	1
hsa-miR-5008-5p	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-6859-4-5p	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0
hsa-miR-3149-3p	5	4	0	2	5	4	0	0	0	3	2	2	2	3	0	3	1	0	0	1	1	4	0	1	1	1	1	0	1	0	1	2	7	2	0	0	2	1	2	0	0	0	2	3	1	0	0	0	0	0	0	10	3	1
hsa-miR-24-2-5p	15	10	3	16	14	4	3	2	2	7	9	1	1	0	1	0	2	0	0	10	5	7	4	81	244	90	133	286	305	430	133	147	19	86	157	180	108	99	356	226	351	138	298	15	440	9	0	317	44	0	0	17	8	8
hsa-miR-6716-3p	0	3	0	0	0	2	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	1	3
hsa-miR-6770-3-5p	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-29c-5p	52	28	39	51	37	60	0	1	0	1	39	2	0	0	0	0	0	0	0	1	0	33	3	9	16	3	8	9	6	5	9	20	22	10	12	17	6	14	9	2	6	3	10	21	23	3	2	1	7	0	0	36	25	32
hsa-miR-219a-2-5p	4	0	0	2	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	3
hsa-miR-372-3p	2	2	1	3	4	2	3	5	0	4	2	3	3	2	0	0	2	0	0	1	1	5	1	0	0	1	1	3	0	1	0	7	0	2	3	2	6	4	0	0	2	0	0	1	0	1	0	1	1	0	0	2	1	2
hsa-miR-4706-5p	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-219a-1-3p	20	32	12	29	10	9	6	2	9	2	7	1	1	0	0	0	4	0	0	4	3	28	5	0	5	4	3	4	2	0	1	2	22	0	1	0	2	2	1	0	2	1	3	25	8	0	0	5	1	0	0	36	20	27
hsa-miR-6848-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6878-3p	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6841-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-664a-5p	3	5	4	5	3	2	4	2	2	5	2	1	3	2	0	0	1	0	0	5	0	2	7	1	3	2	2	2	1	9	0	4	16	1	2	0	13	8	13	10	8	2	9	10	5	3	0	32	3	0	0	12	0	10
hsa-miR-6844-3p	2	2	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	4	1
hsa-miR-6758-5p	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-20b-3p	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-4515-5p	0	4	0	2	3	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
hsa-miR-609-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-2-5p	2	2	0	3	1	7	0	0	1	0	4	0	0	1	0	0	0	0	0	2	0	7	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	3	4
hsa-miR-3116-2-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-1252-5p	8	3	0	6	6	2	1	3	2	2	4	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	9	0	1	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	1
hsa-miR-23b-5p	11	9	2	6	4	1	7	1	0	3	0	7	0	0	0	0	3	1	0	5	2	5	2	1	10	5	2	6	2	6	2	1	10	0	5	4	3	0	0	3	1	3	0	13	1	2	0	8	1	0	0	21	3	4
hsa-miR-758-3p	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2113-3p	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-744-3p	42	21	19	21	15	26	7	10	12	12	35	13	2	8	0	1	9	0	0	8	0	52	7	1	9	0	4	9	4	4	2	7	56	1	2	2	3	2	2	3	2	2	2	55	9	0	0	2	0	0	0	40	47	35
hsa-miR-105-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-619-5p	5	3	2	1	2	3	24	41	1	29	4	8	5	25	3	17	18	2	1	39	2	2	47	8	25	7	14	33	13	31	17	32	7	9	22	15	2	1	1	2	1	2	1	8	7	1	0	5	1	0	0	9	8	3
hsa-let-7d-3p	8	1	3	0	2	3	8	5	3	2	1	2	0	0	1	1	2	0	0	17	5	4	4	95	262	96	152	193	139	177	126	331	3	112	151	101	286	154	157	159	145	151	109	5	128	41	2	869	55	6	5	4	1	5
hsa-miR-149-3p	4	1	0	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1
hsa-miR-518d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6881-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	0	1	0	0	2	2	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-6862-2-5p	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-6797-3p	1	0	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2
hsa-miR-4473-5p	0	11	1	13	5	1	2	1	0	3	1	0	0	1	0	3	1	0	0	0	0	5	2	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	7	0	4
